"","x"
"572",0.999939154931208
"573",0.999933134218482
"574",0.999943812341217
"575",0.999944424260722
"576",0.999855919083651
"577",0.999995253349748
"578",0.999643423327727
"579",0.999669315341457
"580",0.999865382668802
"581",0.999643423327727
"582",0.999851047256049
"583",0.999857742675557
"584",0.999858079609716
"585",0.999622200067611
"586",0.999855732533056
"587",0.999999478171178
"588",0.999999349697169
"589",0.99966899243257
"590",0.999669066196106
"591",0.999999494811533
"592",0.999605465123399
"593",0.999668609409537
"594",0.999669100120921
"595",0.999669007167453
"596",0.999668718753623
"597",0.999668718753623
"598",0.999826980764172
"599",0.999999875228644
"600",0.999969769551181
"601",0.999999522515862
"602",0.999858084939194
"603",0.999647668949003
"604",0.999998771353768
"605",0.999689174471309
"606",0.99968146600253
"607",0.999872382325592
"608",0.999759734360178
"609",0.999858084939194
"610",0.999722836432597
"611",0.999578491987653
"612",0.999533526238681
"613",0.999850409269361
"614",0.999859032766262
"615",0.999858084939194
"616",0.999687730293721
"617",0.999999578653219
"618",0.999643477681344
"619",0.999647818848019
"620",0.99964896439347
"621",0.99964896439347
"622",0.999685062045118
"623",0.998798541772226
"624",0.99989444857783
"625",0.999898590750953
"626",0.999856218931851
"627",0.999682595055464
"628",0.999999538703221
"629",0.998892012672131
"630",1
"631",0.999961805934729
"632",0.999676503772313
"633",0.999603447885052
"634",0.999690949547654
"635",0.999778037150129
"636",0.999679535979961
"637",0.999724147532746
"638",0.999818073193653
"639",0.999687721605183
"640",0.999683192301563
"641",0.998713874412217
"642",0.999804306828622
"643",0.999682709317519
"644",0.999666092204427
"645",0.999987388018645
"646",0.999831843761691
"647",1
"648",0.999853035550286
"649",1
"650",1
"651",0.999659631743567
"652",1
"653",0.999858614382221
"654",0.999859076887462
"655",0.999716676614417
"656",0.999626510753936
"657",0.999879507196266
"658",0.999909705149914
"659",1
"660",1
"661",0.999863750593099
"662",0.999905277406469
"663",0.999934709175137
"664",0.999969330165182
"665",0.999687810850646
"666",0.999852777017569
"667",0.999669219115886
